MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1920720	Kif2b	kinesin family member 2B	11		nucleolus			ISO	Q8N4N8 	J:164563 	
MGI:2444576	Kif20b	kinesin family member 20B	19		nucleolus			ISO	Q96Q89 	J:164563 	
MGI:96677	Kit	KIT proto-oncogene receptor tyrosine kinase	5		fibrillar center			ISO	P10721 	J:164563 	
MGI:1346318	Klf6	Kruppel-like factor 6	13		fibrillar center			ISO	Q99612 	J:164563 	
MGI:1346318	Klf6	Kruppel-like factor 6	13		nucleolus			ISO	Q99612 	J:164563 	
MGI:1196453	Klhl7	kelch-like 7	5		nucleolus			ISO	Q8IXQ5 	J:164563 	
MGI:2384899	Kri1	KRI1 homolog	9		nucleolus			IBA	PTN000375561 	J:265628 	
MGI:2384899	Kri1	KRI1 homolog	9		nucleolus			ISO	Q8N9T8 	J:164563 	
MGI:1289274	Krr1	KRR1, small subunit (SSU) processome component, homolog (yeast)	10		nucleolus			IBA	PTN000286619 	J:265628 	
MGI:1289274	Krr1	KRR1, small subunit (SSU) processome component, homolog (yeast)	10		nucleolus			ISO	Q13601 	J:164563 	
MGI:2143628	L3mbtl3	L3MBTL3 histone methyl-lysine binding protein	10		nucleolus			ISO	Q96JM7 	J:164563 	
MGI:106330	Larp4b	La ribonucleoprotein domain family, member 4B	13		nucleolus			ISO	Q92615 	J:164563 	
MGI:894670	Ldb2	LIM domain binding 2	5		nucleolus			ISO	O43679 	J:164563 	
MGI:2685212	Ldoc1	regulator of NFKB signaling	X		nucleolus			IBA	PTN000398637 	J:265628 	
MGI:2685212	Ldoc1	regulator of NFKB signaling	X		nucleolus			ISO	O95751 	J:164563 	
MGI:2685031	Leo1	Leo1, Paf1/RNA polymerase II complex component	9		fibrillar center			ISO	Q8WVC0 	J:164563 	
MGI:1915864	Letmd1	LETM1 domain containing 1	15		nucleolus			ISO	Q6P1Q0 	J:164563 	
MGI:1890546	Lin28a	lin-28 homolog A	4		nucleolus			IDA		J:121228 	
MGI:1890546	Lin28a	lin-28 homolog A	4		nucleolus			ISO	Q9H9Z2 	J:164563 	
MGI:3584032	Lin28b	lin-28 homolog B	10		nucleolus			ISO	Q6ZN17 	J:164563 	
MGI:96789	Lipa	lysosomal acid lipase A	19		fibrillar center			ISO	P38571 	J:164563 	
MGI:1913475	Llph	LLP homolog, long-term synaptic facilitation (Aplysia)	10		nucleolus			IBA	PTN002151938 	J:265628 	
MGI:1913475	Llph	LLP homolog, long-term synaptic facilitation (Aplysia)	10		nucleolus			IDA		J:235308 	
MGI:1913475	Llph	LLP homolog, long-term synaptic facilitation (Aplysia)	10		nucleolus			ISO	Q9BRT6 	J:164563 	
MGI:102812	Lmo1	LIM domain only 1	7	NOT	nucleolus			IDA		J:131518 	
MGI:1918985	Lrwd1	leucine-rich repeats and WD repeat domain containing 1	5		nucleolus			ISO	Q9UFC0 	J:164563 	
MGI:1925901	Lsm6	LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated	8		nucleolus			IBA	PTN000111600 	J:265628 	
MGI:107470	Lyar	Ly1 antibody reactive clone	5		nucleolus			IBA	PTN000318364 	J:265628 	
MGI:107470	Lyar	Ly1 antibody reactive clone	5		nucleolus	is a part of epiblast cell		IDA		J:4972 	
MGI:107470	Lyar	Ly1 antibody reactive clone	5		nucleolus			ISO	Q9NX58 	J:164563 	
MGI:1920149	Macrod2	mono-ADP ribosylhydrolase 2	2		nucleolus			ISO	A1Z1Q3 	J:164563 	
MGI:1349392	Macroh2a1	macroH2A.1 histone	13		nucleolus			ISO	O75367 	J:164563 	
MGI:1913841	Mad2l1bp	MAD2L1 binding protein	17		nucleolus			ISO	Q15013 	J:164563 	
MGI:1919140	Mad2l2	MAD2 mitotic arrest deficient-like 2	4		nucleolus			ISO	Q9UI95 	J:164563 	
MGI:1916127	Maf1	MAF1 homolog, negative regulator of RNA polymerase III	15		nucleolus			ISO	Q9H063 	J:164563 	
MGI:1933391	Maged2	MAGE family member D2	X		nucleolus			ISO	Q9UNF1 	J:164563 	
MGI:1203522	Magi1	membrane associated guanylate kinase, WW and PDZ domain containing 1	6		nucleolus			ISO	Q96QZ7 	J:164563 	
MGI:1915170	Mak16	MAK16 homolog	8		nucleolus			IBA	PTN000600976 	J:265628 	
MGI:1915170	Mak16	MAK16 homolog	8		nucleolus			ISO	Q9BXY0 	J:164563 	
MGI:2445027	Malt1	MALT1 paracaspase	18		fibrillar center			ISO	Q9UDY8 	J:164563 	
MGI:2443304	Map1s	microtubule-associated protein 1S	8		nucleolus			ISO	Q66K74 	J:164563 	
MGI:1858204	Map3k14	mitogen-activated protein kinase kinase kinase 14	11		fibrillar center			ISO	Q99558 	J:164563 	
MGI:1347004	Mapkbp1	mitogen-activated protein kinase binding protein 1	2		nucleolus			ISO	O60336 	J:164563 	
MGI:1345633	Mars1	methionine-tRNA synthetase 1	10		nucleolus			ISO	D84224 X94754 	J:73065 	
MGI:1345633	Mars1	methionine-tRNA synthetase 1	10		nucleolus			ISO	P56192 	J:164563 	
MGI:1333811	Mbd1	methyl-CpG binding domain protein 1	18	NOT	nucleolus			IDA		J:130115 	
MGI:1333813	Mbd2	methyl-CpG binding domain protein 2	18	NOT	nucleolus			IDA		J:130115 	
MGI:1333812	Mbd3	methyl-CpG binding domain protein 3	10	NOT	nucleolus			IDA		J:130115 	
MGI:106378	Mbd6	methyl-CpG binding domain protein 6	10		fibrillar center			ISO	Q96DN6 	J:164563 	
MGI:1918320	Mbip	MAP3K12 binding inhibitory protein 1	12		nucleolus			ISO	Q9NS73 	J:164563 	
MGI:1917274	Mcm10	minichromosome maintenance 10 replication initiation factor	2		nucleolus			ISO	Q7L590 	J:164563 	
MGI:1858420	Mcrs1	microspherule protein 1	15		nucleolus			ISO	Q96EZ8 	J:164563 	
MGI:104611	Mdfic	MyoD family inhibitor domain containing	6		nucleolus			IDA		J:152657 	
MGI:104611	Mdfic	MyoD family inhibitor domain containing	6		nucleolus			ISO	Q9P1T7 	J:164563 	
MGI:96952	Mdm2	transformed mouse 3T3 cell double minute 2	10		nucleolus			IDA		J:72910 J:100984 J:169789 	
MGI:96952	Mdm2	transformed mouse 3T3 cell double minute 2	10		nucleolus			ISO	Q00987 	J:164563 	
MGI:1926159	Mdn1	midasin AAA ATPase 1	4		nucleolus			ISO	Q9NU22 	J:164563 	
MGI:1917338	Meaf6	MYST/Esa1-associated factor 6	4		nucleolus			ISO	Q9HAF1 	J:164563 	
MGI:1921597	Meak7	MTOR associated protein , eak-7 homolog	8		nucleolus			ISO	Q6P9B6 	J:164563 	
MGI:1100846	Med1	mediator complex subunit 1	11		nucleolus			ISO	Q15648 	J:164563 	
MGI:1916225	Med27	mediator complex subunit 27	2		nucleolus			ISO	Q6P2C8 	J:164563 	
MGI:1339986	Mettl1	methyltransferase like 1	10		nucleolus			ISO	Q9UBP6 	J:164563 	
MGI:1917212	Mettl18	methyltransferase like 18	1		nucleolus			ISO	O95568 	J:164563 	
MGI:2384301	Mettl22	methyltransferase like 22	16		nucleolus			ISO	Q9BUU2 	J:164563 	
MGI:1890222	Midn	midnolin	10		nucleolus			IDA		J:64477 	
MGI:1890222	Midn	midnolin	10	NOT	nucleolus			ISO	D4AE48 	J:207233 	
MGI:1916924	Mif4gd	MIF4G domain containing	11		nucleolus			ISO	A9UHW6 	J:164563 	
MGI:106035	Mki67	antigen identified by monoclonal antibody Ki 67	7		nucleolus	is a part of 4-8 cell stage embryo,is a part of early embryonic cell (metazoa)|is a part of 2-cell stage embryo,is a part of early embryonic cell (metazoa)		IDA		J:91494 	
MGI:106035	Mki67	antigen identified by monoclonal antibody Ki 67	7		nucleolus			IDA		J:80451 	
MGI:106035	Mki67	antigen identified by monoclonal antibody Ki 67	7		nucleolus			ISO	P46013 	J:164563 	
MGI:1927238	Mllt1	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 1	17		fibrillar center			ISO	Q03111 	J:164563 	
MGI:3780953	Mndal	myeloid nuclear differentiation antigen like	1		nucleolus			IBA	PTN000258203 	J:265628 	
MGI:3780953	Mndal	myeloid nuclear differentiation antigen like	1		nucleolus			ISO	P41218 	J:164563 	
MGI:3780953	Mndal	myeloid nuclear differentiation antigen like	1		nucleolus			ISO	Q6K0P9 	J:164563 	
MGI:109160	Mnx1	motor neuron and pancreas homeobox 1	5		nucleolus			ISO	P50219 	J:164563 	
MGI:2442631	Mob1a	MOB kinase activator 1A	6		nucleolus			ISO	Q9H8S9 	J:164563 	
MGI:1915723	Mob1b	MOB kinase activator 1B	5		nucleolus			ISO	Q7L9L4 	J:164563 	
MGI:1919891	Mob2	MOB kinase activator 2	7		nucleolus			ISO	Q70IA6 	J:164563 	
MGI:1927167	Morf4l2	mortality factor 4 like 2	X		nucleolus			ISO	Q15014 	J:164563 	
MGI:1915783	Mphosph6	M phase phosphoprotein 6	8		nucleolus			ISO	Q99547 	J:164563 	
MGI:1922589	Mphosph8	M-phase phosphoprotein 8	14		nucleolus			ISO	Q99549 	J:164563 	
MGI:1915223	Mphosph10	M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein)	7		Mpp10 complex			IBA	PTN000424645 	J:265628 	
MGI:1915223	Mphosph10	M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein)	7		nucleolus			ISO	O00566 	J:164563 	
MGI:1915123	Mri1	methylthioribose-1-phosphate isomerase 1	8		fibrillar center			ISO	Q9BV20 	J:164563 	
MGI:1915267	Mrm2	mitochondrial rRNA methyltransferase 2	5		nucleolus			ISO	Q9UI43 	J:164563 	
MGI:2152817	Mro	maestro	18		nucleolus			IDA		J:84943 	
MGI:1196612	Mrpl23	mitochondrial ribosomal protein L23	7		fibrillar center			ISO	Q16540 	J:164563 	
MGI:1332635	Mrpl40	mitochondrial ribosomal protein L40	16		nucleolus			ISO	Q9NQ50 	J:164563 	
MGI:1916777	Mrps9	mitochondrial ribosomal protein S9	1		nucleolus			ISO	P82933 	J:164563 	
MGI:1913657	Mrps15	mitochondrial ribosomal protein S15	4		nucleolus			ISO	P82914 	J:164563 	
MGI:1919064	Mrps27	mitochondrial ribosomal protein S27	13		nucleolus			ISO	Q92552 	J:164563 	
MGI:1913153	Mrps31	mitochondrial ribosomal protein S31	8		nucleolus			ISO	Q92665 	J:164563 	
MGI:1917152	Mrto4	mRNA turnover 4, ribosome maturation factor	4		nucleolus			IBA	PTN000474869 	J:265628 	
MGI:1914404	Mtdh	metadherin	15		fibrillar center			ISO	Q86UE4 	J:164563 	
MGI:1914404	Mtdh	metadherin	15		nucleolus			IDA		J:88334 J:151167 	
MGI:2142572	Mtus1	mitochondrial tumor suppressor 1	8		nucleolus			ISO	Q9ULD2 	J:164563 	
MGI:1859652	Mtx2	metaxin 2	2		nucleolus			ISO	O75431 	J:164563 	
MGI:97245	Mxi1	MAX interactor 1, dimerization protein	19		nucleolus			ISO	P50539 	J:164563 	
MGI:106181	Mybbp1a	MYB binding protein (P160) 1a	11		B-WICH complex			ISO	Q9BQG0 	J:164563 	
MGI:106181	Mybbp1a	MYB binding protein (P160) 1a	11		nucleolus			IBA	PTN000324922 	J:265628 	
MGI:106181	Mybbp1a	MYB binding protein (P160) 1a	11		nucleolus			IC		J:319968 	
MGI:106181	Mybbp1a	MYB binding protein (P160) 1a	11		nucleolus			IDA		J:114101 J:173042 	
MGI:106181	Mybbp1a	MYB binding protein (P160) 1a	11		nucleolus			ISO	Q9BQG0 	J:164563 	
MGI:97250	Myc	myelocytomatosis oncogene	15		nucleolus			ISO	RGD:3130 	J:155856 	
MGI:97250	Myc	myelocytomatosis oncogene	15		nucleolus			ISO	P01106 	J:164563 	
MGI:97357	Mycn	v-myc avian myelocytomatosis viral related oncogene, neuroblastoma derived	12		nucleolus			ISO	P04198 	J:164563 	
MGI:1332242	Mycs	myc-like oncogene, s-myc protein	X		nucleolus			ISO	P04198 	J:164563 	
MGI:106612	Myo1c	myosin IC	11		B-WICH complex			ISO	O00159 	J:164563 	
MGI:106612	Myo1c	myosin IC	11		nucleolus			IC		J:319968 	
MGI:107716	Myo10	myosin X	15		nucleolus			ISO	Q9HD67 	J:164563 	
MGI:2444584	Mysm1	myb-like, SWIRM and MPN domains 1	4		nucleolus			ISO	Q5VVJ2 	J:164563 	
MGI:2136825	N4bp1	NEDD4 binding protein 1	8		nucleolus			IDA		J:159635 	
MGI:1915255	Naa10	N(alpha)-acetyltransferase 10, NatA catalytic subunit	X		nucleolus			ISO	P41227 	J:164563 	
MGI:1919367	Naa50	N(alpha)-acetyltransferase 50, NatE catalytic subunit	16		nucleolus			ISO	Q9GZZ1 	J:164563 	
MGI:1915241	Nacc2	nucleus accumbens associated 2, BEN and BTB (POZ) domain containing	2		nucleolus			ISO	Q96BF6 	J:164563 	
MGI:1919200	Nanog	Nanog homeobox	6		nucleolus			ISO	Q9H9S0 	J:164563 	
MGI:1914858	Narf	nuclear prelamin A recognition factor	11		nucleolus			ISO	Q9UHQ1 	J:164563 	
MGI:2138939	Nat10	N-acetyltransferase 10	2		nucleolus			IBA	PTN000100787 	J:265628 	
MGI:2138939	Nat10	N-acetyltransferase 10	2		nucleolus			ISO	Q9H0A0 	J:164563 	
MGI:1351625	Nbn	nibrin	4		nucleolus			ISO	O60934 	J:164563 	
MGI:97286	Ncl	nucleolin	1		dense fibrillar component			ISO	RGD:3153 	J:155856 	
MGI:97286	Ncl	nucleolin	1		fibrillar center			ISO	RGD:3153 	J:155856 	
MGI:97286	Ncl	nucleolin	1		nucleolus	is a part of 2-cell stage embryo|is a part of 4-8 cell stage embryo|is a part of compacted morula		IDA		J:32712 	
MGI:97286	Ncl	nucleolin	1		nucleolus			IDA		J:87744 J:92518 J:128459 J:204475 	
MGI:97286	Ncl	nucleolin	1		nucleolus			ISO	RGD:3153 	J:155856 	
MGI:97286	Ncl	nucleolin	1		nucleolus			ISO	P19338 	J:73065 	
MGI:97293	Nedd1	neural precursor cell expressed, developmentally down-regulated gene 1	10		fibrillar center			ISO	Q8NHV4 	J:164563 	
MGI:2442276	Nek11	NIMA (never in mitosis gene a)-related expressed kinase 11	9		nucleolus			ISO	Q8NG66 	J:164563 	
MGI:2384836	Nepro	nucleolus and neural progenitor protein	16		nucleolus			IDA		J:223645 	
MGI:97307	Nf2	neurofibromin 2	11		nucleolus			ISO	P35240 	J:164563 	
MGI:103188	Nfib	nuclear factor I/B	4		fibrillar center			ISO	O00712 	J:164563 	
MGI:109591	Nfic	nuclear factor I/C	10		fibrillar center			ISO	P08651 	J:164563 	
MGI:1194908	Nfkbie	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, epsilon	17		fibrillar center			ISO	O00221 	J:164563 	
MGI:1921414	Nfx1	nuclear transcription factor, X-box binding 1	4		nucleolus			ISO	Q12986 	J:164563 	
MGI:1916216	Ngdn	neuroguidin, EIF4E binding protein	14		nucleolus			IBA	PTN000326128 	J:265628 	
MGI:1916216	Ngdn	neuroguidin, EIF4E binding protein	14		nucleolus			ISO	Q8NEJ9 	J:164563 	
MGI:1922820	Nhej1	non-homologous end joining factor 1	1		fibrillar center			ISO	Q9H9Q4 	J:164563 	
MGI:1098547	Nhp2	NHP2 ribonucleoprotein	11		box H/ACA snoRNP complex			IBA	PTN000560394 	J:265628 	
MGI:1098547	Nhp2	NHP2 ribonucleoprotein	11		box H/ACA snoRNP complex			ISO	RGD:1309435 	J:155856 	
MGI:1098547	Nhp2	NHP2 ribonucleoprotein	11		box H/ACA snoRNP complex			ISO	Q9NX24 	J:164563 	
MGI:1098547	Nhp2	NHP2 ribonucleoprotein	11		nucleolus			IEA	IPR002415 	J:72247 	
MGI:1915199	Nifk	nucleolar protein interacting with the FHA domain of MKI67	1		nucleolus			IBA	PTN002549347 	J:265628 	
MGI:1915199	Nifk	nucleolar protein interacting with the FHA domain of MKI67	1		nucleolus			ISO	AB044971 	J:70337 	
MGI:1915199	Nifk	nucleolar protein interacting with the FHA domain of MKI67	1		nucleolus			ISO	Q9BYG3 	J:164563 	
MGI:105108	Nin	ninein	12		nucleolus			ISO	Q8N4C6 	J:164563 	
MGI:1913414	Nip7	NIP7, nucleolar pre-rRNA processing protein	8		nucleolus			IBA	PTN000602113 	J:265628 	
MGI:1913414	Nip7	NIP7, nucleolar pre-rRNA processing protein	8		nucleolus			ISO	Q9Y221 	J:164563 	
MGI:1924536	Nkrf	NF-kappaB repressing factor	X		nucleolus			IBA	PTN000414335 	J:265628 	
MGI:1924536	Nkrf	NF-kappaB repressing factor	X		nucleolus			ISO	O15226 	J:164563 	
MGI:2429770	Nle1	notchless homolog 1	11		nucleolus			IBA	PTN000457354 	J:265628 	
MGI:2429770	Nle1	notchless homolog 1	11		nucleolus			IDA		J:204603 	
MGI:2429770	Nle1	notchless homolog 1	11		nucleolus			ISO	Q9NVX2 	J:164563 	
MGI:1345193	Nlrp5	NLR family, pyrin domain containing 5	7		nucleolus			IDA		J:88687 	
MGI:2140103	Nmd3	NMD3 ribosome export adaptor	3		nucleolus			ISO	Q96D46 	J:164563 	
MGI:1914869	Nob1	NIN1/RPN12 binding protein 1 homolog	8		nucleolus			ISA	Q08444 	J:82336 	
MGI:1931051	Noc2l	NOC2 like nucleolar associated transcriptional repressor	4		nucleolus			IBA	PTN000293925 	J:265628 	
MGI:1931051	Noc2l	NOC2 like nucleolar associated transcriptional repressor	4		nucleolus			ISO	Q9Y3T9 	J:164563 	
MGI:1932610	Noc3l	NOC3 like DNA replication regulator	19		nucleolus			IBA	PTN000374010 	J:265628 	
MGI:1932610	Noc3l	NOC3 like DNA replication regulator	19		nucleolus			IDA		J:94212 	
MGI:1932610	Noc3l	NOC3 like DNA replication regulator	19		nucleolus			ISO	Q8WTT2 	J:164563 	
MGI:2140843	Noc4l	NOC4 like	5		nucleolus			IBA	PTN000278911 	J:265628 	
MGI:2140843	Noc4l	NOC4 like	5		nucleolus			ISO	Q9BVI4 	J:164563 	
MGI:1925938	Nol3	nucleolar protein 3 (apoptosis repressor with CARD domain)	8		nucleolus			ISO	O60936 	J:164563 	
MGI:2441684	Nol4	nucleolar protein 4	18		nucleolus			IEA	IPR026747 	J:72247 	
MGI:2140151	Nol6	nucleolar protein family 6 (RNA-associated)	4		nucleolus			IDA		J:76634 	
MGI:2140151	Nol6	nucleolar protein family 6 (RNA-associated)	4		nucleolus			ISO	Q9H6R4 	J:164563 	
MGI:2140151	Nol6	nucleolar protein family 6 (RNA-associated)	4		UTP-C complex			IBA	PTN000427561 	J:265628 	
MGI:1917328	Nol7	nucleolar protein 7	13		nucleolus			ISO	Q9UMY1 	J:164563 	
MGI:1918180	Nol8	nucleolar protein 8	13		nucleolus			IBA	PTN004471909 	J:265628 	
MGI:1918180	Nol8	nucleolar protein 8	13		nucleolus			ISO	Q76FK4 	J:164563 	
MGI:1921285	Nol9	nucleolar protein 9	4		nucleolus			ISO	Q5SY16 	J:164563 	
MGI:2684913	Nol10	nucleolar protein 10	12		nucleolus			IBA	PTN000383164 	J:265628 	
MGI:2684913	Nol10	nucleolar protein 10	12		nucleolus			ISO	Q9BSC4 	J:164563 	
MGI:1916229	Nol11	nucleolar protein 11	11		nucleolus			IBA	PTN001437223 	J:265628 	
MGI:1916229	Nol11	nucleolar protein 11	11		nucleolus			ISO	Q9H8H0 	J:164563 	
MGI:1916229	Nol11	nucleolar protein 11	11		t-UTP complex			ISO	Q9H8H0 	J:164563 	
MGI:2146285	Nol12	nucleolar protein 12	15		nucleolus			IBA	PTN000377916 	J:265628 	
MGI:2146285	Nol12	nucleolar protein 12	15		nucleolus			IDA		J:107895 	
MGI:2146285	Nol12	nucleolar protein 12	15		nucleolus			ISO	RGD:1305327 	J:155856 	
MGI:2146285	Nol12	nucleolar protein 12	15		nucleolus			ISO	Q5D1Z3 	J:107895 	
MGI:1918019	Nolc1	nucleolar and coiled-body phosphoprotein 1	19		box H/ACA snoRNP complex			ISO	RGD:621578 	J:155856 	
MGI:1918019	Nolc1	nucleolar and coiled-body phosphoprotein 1	19		fibrillar center			ISO	Q14978 	J:164563 	
MGI:1918019	Nolc1	nucleolar and coiled-body phosphoprotein 1	19		nucleolus			IBA	PTN001144152 	J:265628 	
MGI:1918019	Nolc1	nucleolar and coiled-body phosphoprotein 1	19		nucleolus			IDA		J:70593 	
MGI:1918019	Nolc1	nucleolar and coiled-body phosphoprotein 1	19		nucleolus			ISO	RGD:621578 	J:155856 	
MGI:1861749	Nom1	nucleolar protein with MIF4G domain 1	5		nucleolus			IBA	PTN000427762 	J:265628 	
MGI:1861749	Nom1	nucleolar protein with MIF4G domain 1	5		nucleolus			ISO	Q5C9Z4 	J:164563 	
MGI:1855692	Nono	non-POU-domain-containing, octamer binding protein	X		fibrillar center			ISO	Q15233 	J:164563 	
MGI:107891	Nop2	NOP2 nucleolar protein	6		nucleolus			IBA	PTN000515974 	J:265628 	
MGI:107891	Nop2	NOP2 nucleolar protein	6		nucleolus			ISO	P46087 	J:164563 	
MGI:1915092	Nop9	NOP9 nucleolar protein	14		nucleolus			IBA	PTN000318455 	J:265628 	
MGI:1913431	Nop10	NOP10 ribonucleoprotein	2		box H/ACA snoRNP complex			IBA	PTN000329686 	J:265628 	
MGI:1913431	Nop10	NOP10 ribonucleoprotein	2		box H/ACA snoRNP complex			ISO	RGD:1582780 	J:155856 	
MGI:1913431	Nop10	NOP10 ribonucleoprotein	2		box H/ACA snoRNP complex			ISO	Q9NPE3 	J:164563 	
MGI:1922666	Nop14	NOP14 nucleolar protein	5		nucleolus			IBA	PTN000573053 	J:265628 	
MGI:1922666	Nop14	NOP14 nucleolar protein	5		nucleolus			ISO	P78316 	J:164563 	
MGI:107862	Nop16	NOP16 nucleolar protein	13		nucleolus			IBA	PTN000997248 	J:265628 	
MGI:107862	Nop16	NOP16 nucleolar protein	13		nucleolus			ISO	Q9Y3C1 	J:164563 	
MGI:2154441	Nop53	NOP53 ribosome biogenesis factor	7		fibrillar center			ISO	Q9NZM5 	J:164563 	
MGI:2154441	Nop53	NOP53 ribosome biogenesis factor	7		nucleolus			IBA	PTN000368190 	J:265628 	
MGI:2154441	Nop53	NOP53 ribosome biogenesis factor	7		nucleolus			IDA		J:241062 	
MGI:2154441	Nop53	NOP53 ribosome biogenesis factor	7		nucleolus			ISO	Q9NZM5 	J:164563 	
MGI:1914384	Nop56	NOP56 ribonucleoprotein	2		fibrillar center			ISO	O00567 	J:164563 	
MGI:1933184	Nop58	NOP58 ribonucleoprotein	1		fibrillar center			ISO	Q9Y2X3 	J:164563 	
MGI:1933184	Nop58	NOP58 ribonucleoprotein	1		nucleolus			ISO	Q9Y2X3 	J:164563 	
MGI:97362	Nos3	nitric oxide synthase 3, endothelial cell	5		nucleolus			ISO	RGD:3186 	J:155856 	
MGI:104297	Nova1	NOVA alternative splicing regulator 1	12		nucleolus			ISO	P51513 	J:164563 	
MGI:106184	Npm1	nucleophosmin 1	11		granular component	is a part of fibroblast		IDA		J:94174 	
MGI:106184	Npm1	nucleophosmin 1	11		nucleolus			IBA	PTN001100765 	J:265628 	
MGI:106184	Npm1	nucleophosmin 1	11		nucleolus	is a part of 2-cell stage embryo|is a part of 4-8 cell stage embryo|is a part of compacted morula		IDA		J:32712 	
MGI:106184	Npm1	nucleophosmin 1	11		nucleolus	is a part of 4-8 cell stage embryo		IDA		J:130226 	
MGI:106184	Npm1	nucleophosmin 1	11		nucleolus	is a part of skin,is a part of fibroblast		IDA		J:103773 	
MGI:106184	Npm1	nucleophosmin 1	11		nucleolus	is a part of crypt of lieberkuhn,is a part of columnar/cuboidal epithelial cell		IDA		J:103132 	
MGI:106184	Npm1	nucleophosmin 1	11		nucleolus	is a part of oocyte		IDA		J:114487 	
MGI:106184	Npm1	nucleophosmin 1	11		nucleolus	is a part of fibroblast		IDA		J:94174 J:94965 	
MGI:106184	Npm1	nucleophosmin 1	11		nucleolus			IDA		J:64959 J:80713 J:96946 J:99711 J:100984 J:109067 J:138546 J:142821 	
MGI:106184	Npm1	nucleophosmin 1	11		nucleolus			ISO	RGD:3192 	J:155856 	
MGI:106184	Npm1	nucleophosmin 1	11		nucleolus			ISO	P06748 	J:69659 J:73065 J:117454 	
MGI:1890811	Npm2	nucleophosmin/nucleoplasmin 2	14		nucleolus			IBA	PTN001100765 	J:265628 	
MGI:894653	Npm3	nucleoplasmin 3	19		nucleolus			IBA	PTN001100765 	J:265628 	
MGI:894653	Npm3	nucleoplasmin 3	19		nucleolus			IDA		J:96946 	
MGI:894653	Npm3	nucleoplasmin 3	19		nucleolus			ISO	O75607 	J:164563 	
MGI:2670969	Nrde2	nrde-2 necessary for RNA interference, domain containing	12		nucleolus			ISO	Q9H7Z3 	J:164563 	
MGI:1315213	Nrip1	nuclear receptor interacting protein 1	16		fibrillar center			ISO	P48552 	J:164563 	
MGI:1315213	Nrip1	nuclear receptor interacting protein 1	16		nucleolus			ISO	P48552 	J:164563 	
MGI:1096391	Nrxn1	neurexin I	17		nucleolus			ISO	Q9ULB1 	J:164563 	
MGI:107252	Nsun2	NOL1/NOP2/Sun domain family member 2	13		nucleolus			ISO	Q08J23 	J:164563 	
MGI:2140844	Nsun5	NOL1/NOP2/Sun domain family, member 5	5		nucleolus			IBA	PTN000515911 	J:265628 	
MGI:2140844	Nsun5	NOL1/NOP2/Sun domain family, member 5	5		nucleolus			ISO	Q96P11 	J:164563 	
MGI:1925226	Nuak1	NUAK family, SNF1-like kinase, 1	10		fibrillar center			ISO	O60285 	J:164563 	
MGI:1889001	Nub1	negative regulator of ubiquitin-like proteins 1	5		nucleolus			ISO	Q9Y5A7 	J:164563 	
MGI:1934811	Nucks1	nuclear casein kinase and cyclin-dependent kinase substrate 1	1		nucleolus			ISO	Q9H1E3 	J:164563 	
MGI:1922936	Nudt16	nudix (nucleoside diphosphate linked moiety X)-type motif 16	9		nucleolus			ISO	Q96DE0 	J:164563 	
MGI:1920782	Nudt16l2	nudix (nucleoside diphosphate linked moiety X)-type motif 16-like 2	9		nucleolus			ISO	Q96DE0 	J:164563 	
MGI:1351474	Nufip1	nuclear fragile X mental retardation protein interacting protein 1	14		fibrillar center			ISO	Q9UHK0 	J:164563 	
MGI:1351474	Nufip1	nuclear fragile X mental retardation protein interacting protein 1	14		nucleolus			ISO	Q9UHK0 	J:164563 	
MGI:1351474	Nufip1	nuclear fragile X mental retardation protein interacting protein 1	14		nucleolus			ISS	Q9UHK0 	J:58813 	
MGI:2385621	Nup153	nucleoporin 153	13		nucleolus			ISO	P49790 	J:164563 	
MGI:2675669	Nusap1	nucleolar and spindle associated protein 1	2		nucleolus			IBA	PTN001286938 	J:265628 	
MGI:2675669	Nusap1	nucleolar and spindle associated protein 1	2		nucleolus			IDA		J:85504 	
MGI:1914709	Nvl	nuclear VCP-like	1	colocalizes_with	nucleolus			ISO	O15381 	J:164563 	
MGI:1914709	Nvl	nuclear VCP-like	1		nucleolus			ISO	O15381 	J:164563 	
MGI:2442268	Nwd1	NACHT and WD repeat domain containing 1	8		nucleolus			ISO	Q149M9 	J:164563 	
MGI:2146818	Oard1	O-acyl-ADP-ribose deacylase 1	17		nucleolus			ISO	Q9Y530 	J:164563 	
MGI:2180849	Oasl1	2'-5' oligoadenylate synthetase-like 1	5		nucleolus			ISO	Q15646 	J:164563 	
MGI:1347043	Orc4	origin recognition complex, subunit 4	2		nucleolus			ISO	O43929 	J:164563 	
MGI:1929285	Orc6	origin recognition complex, subunit 6	8		fibrillar center			ISO	Q9Y5N6 	J:164563 	
MGI:97447	Osbp	oxysterol binding protein	19		nucleolus			ISO	P22059 	J:164563 	
MGI:99835	Otp	orthopedia homeobox	13		fibrillar center			ISO	Q5XKR4 	J:164563 	
MGI:2179326	Oxr1	oxidation resistance 1	15		nucleolus			IDA		J:74707 	
